trading_day,eff_1d,fast_share_1d,slow_work_velocity_5d,threshold_work_amplitude_5d,pnl_log,year,eligible,day_index,stage
2021-01-04,0.4316498713646405,0.87408803716329786,0.65033178895261057,1.123338271933106,0.015822853367389235,2021,True,0,0
2021-01-05,0.02264966718702336,0.97268227432658383,0.66165805323610016,1.2465445315092369,-0.0027075698310913788,2021,True,1,0
2021-01-06,0.15115496849162657,0.87288158196542931,0.69325401597317438,1.2609122083555633,-0.017443591345494603,2021,True,2,0
2021-01-07,0.31063438565070595,0.83194165161364364,0.53216041382118295,1.1093026610811236,0.0051148925294784205,2021,True,3,0
2021-01-08,0.037336388610350241,0.93121814256848878,0.38418926670081194,1.1193013398606864,-0.03738265316040431,2021,True,4,0
2021-01-11,0.08501159776905988,0.94943861012021846,0.28082708363420428,1.1384797548583514,0.017531194223085751,2021,True,5,1
2021-01-12,0.15245859187550367,0.92067461558915942,0.29765894572970075,1.1651632023822942,-0.0081032057610273735,2021,True,6,1
2021-01-13,0.028990971834053421,0.92852497299006331,0.32397383290733384,1.166409858443954,-0.010575351980639259,2021,True,7,1
2021-01-14,0.22428665537551717,0.77942601391800137,0.34325838991351076,0.90367345333294902,0.03958319572736281,2021,True,8,1
2021-01-15,0.010180904673757825,0.83858098740433162,0.33569075543881904,0.85925693036117157,0.0040039006040757438,2021,True,9,1
2021-01-18,0.23609447330784986,0.89138077707580832,0.34838951210357061,0.83248459337474023,-0.0060456557461008916,2021,True,10,2
2021-01-19,0.35783106506401502,0.86800380144011058,0.33063939582878465,0.77704398787698736,0.015630702221711274,2021,True,11,2
2021-01-20,0.36199453213130495,0.80483333969463255,0.29021389150221505,0.75620028852028109,0.0071574928840913623,2021,True,12,2
2021-01-21,0.023457333029581168,0.89504152544158666,0.2154942433440234,0.87947558408873983,0.0044300763178459403,2021,True,13,2
2021-01-22,0.050436338189662144,0.85590319246485258,0.20928469598245503,0.87588712232328803,0.022691032582852124,2021,True,14,2
2021-01-25,0.085767475945087143,0.89038321234457796,0.15498553373239318,0.88121139413586658,-0.014861782387351561,2021,True,15,3
2021-01-26,0.19720468240124323,0.89294804657233529,0.24600720553057132,0.90318520352462606,0.002264175791512607,2021,True,16,3
2021-01-27,0.1580929289741578,0.8457147058058524,0.2899162709461266,0.9512599973978868,0.004001034473357425,2021,True,17,3
2021-01-28,0.33953481716005279,0.94315152262990931,0.35553818558908323,1.0384690278845496,0.013409001871503776,2021,True,18,3
2021-01-29,0.0085805351087218634,0.88694211796103428,0.3192135368938625,1.0116514616358883,-0.011623243790924446,2021,True,19,3
2021-02-01,0.017050524446444486,0.88194448078826526,0.33011041067070468,1.0095066238462271,-0.0061204018152139755,2021,True,20,4
2021-02-02,0.23216301419097879,0.82877220341404567,0.28828390259472647,1.0338006315640424,0.0016300671338040315,2021,True,21,4
2021-02-03,0.27333721951125628,0.87368107897433722,0.31449855620386957,0.98316503558757706,0.0037063861533643849,2021,True,22,4
2021-02-04,0.10492087286938415,0.8746144864628006,0.26224928570025191,0.87021058342836966,0.0068390514486530258,2021,True,23,4
2021-02-05,0.24855604061875194,0.9196053658436657,0.29197859186052444,0.91840285652368692,0.019023713487794608,2021,True,24,4
2021-02-08,0.13136563285606562,0.93789454002598094,0.32444093115932288,0.89695496674568076,0.0016934759799791938,2021,True,25,5
2021-02-09,0.45079703946986466,0.87729588209226517,0.40255430635928657,0.90530080797295742,0.018380279262557551,2021,True,26,5
2021-02-10,0.11448799257322491,0.88774354247298404,0.37622920113988151,1.0260998669659593,-0.013546247956623491,2021,True,27,5
2021-02-18,0.071013613953133201,0.86830005411897249,0.36162802943731487,1.186333803236463,-0.012453764030318365,2021,True,28,5
2021-02-19,0.021523772094506972,0.91477051888351391,0.36249396835744391,1.1400483127110366,0.020487620058635848,2021,True,29,5
2021-02-22,0.36969322532070731,0.86638300145035285,0.39129782179105016,1.1930674856688588,-0.0020477559329163072,2021,True,30,6
2021-02-23,0.0046692683221073701,0.90718820435280079,0.36354214346685809,1.2030930912315179,-0.0058067451935300161,2021,True,31,6
2021-02-24,0.21189960859288573,0.94198077041244344,0.422208035958406,1.1882580828409501,-0.0035073591535298545,2021,True,32,6
