trading_day,eff_1d,fast_share_1d,slow_work_velocity_5d,threshold_work_amplitude_5d,pnl_log,year,eligible,day_index,stage
2021-01-04,0.40423153336930751,0.88826780915051506,0.64369268064150253,1.1808922771649506,0.015213691238978972,2021,True,0,0
2021-01-05,0.022611562271455596,0.97242004743906085,0.65702988297137765,1.298887188680067,-0.0028058369030438349,2021,True,1,0
2021-01-06,0.14102327426651873,0.8834219324285143,0.68107326562117132,1.3055307167537735,-0.025197809686685779,2021,True,2,0
2021-01-07,0.32591329779414813,0.80551414903164575,0.53340463226432377,1.1300043636118609,0.010612760847064716,2021,True,3,0
2021-01-08,0.035476188550943269,0.94287348598271914,0.38476479676207209,1.1389288623657254,-0.045397266967575248,2021,True,4,0
2021-01-11,0.093623762653849543,0.92807608265836328,0.28057191776649987,1.0988348510043813,0.013331980991744277,2021,True,5,1
2021-01-12,0.16252653952238991,0.92428353589182954,0.30028534697391807,1.1192183215582887,-0.0089997217792621657,2021,True,6,1
2021-01-13,0.030473112685453201,0.91159162493668,0.3257856746342751,1.0938910661705119,-0.012807815929302505,2021,True,7,1
2021-01-14,0.2062081136489376,0.82022668904388263,0.34766041223182098,0.87151973242494019,0.034394547828159129,2021,True,8,1
2021-01-15,0.0091118749611942464,0.8552635508703178,0.34228662635999152,0.82907707340741332,2.0162646349008821e-05,2021,True,9,1
2021-01-18,0.26611758053847762,0.87066029745182183,0.35769086822636037,0.82233852221397974,-0.007529505247359773,2021,True,10,2
2021-01-19,0.34184135777338581,0.85894401913918161,0.33665490128720821,0.77110878762975776,0.011864675794050367,2021,True,11,2
2021-01-20,0.3330250547110114,0.84846958403600381,0.29704772917621902,0.76671299197113629,0.0080788092701263563,2021,True,12,2
2021-01-21,0.027374679718333596,0.83625280573480509,0.2206670555897691,0.87903482434175129,0.0022165477575131647,2021,True,13,2
2021-01-22,0.048109935277790374,0.87440842301328259,0.21288968921422469,0.84749336050037338,0.020989200074819327,2021,True,14,2
2021-01-25,0.093255409083567581,0.87991948903298778,0.15971902274535418,0.86333507309164459,-0.010031017250061974,2021,True,15,3
2021-01-26,0.1723339287013656,0.90682644262531797,0.24958964325406713,0.89630026012667008,-0.010815943367346169,2021,True,16,3
2021-01-27,0.14170892316691769,0.88311861065208497,0.29373160643523044,0.95818986331010347,0.00041071933242049183,2021,True,17,3
2021-01-28,0.34611839006669742,0.93813059567784918,0.36074373455572539,1.0522127162041635,0.009657182165251214,2021,True,18,3
2021-01-29,0.0091788219113839598,0.86347070988923968,0.32085883654830055,1.0111036945943743,-0.011722246418908414,2021,True,19,3
2021-02-01,0.01428413107652614,0.90684754574660753,0.32885640309241099,1.0210529276485059,-0.0049012686956372026,2021,True,20,4
2021-02-02,0.20664485761137402,0.84934923967172049,0.2881317171694685,1.0517324041639311,-0.0090492158601914712,2021,True,21,4
2021-02-03,0.29365697281989206,0.83760038270002191,0.31392306283222754,0.95584166645473179,0.0025093431621337654,2021,True,22,4
2021-02-04,0.12305666857522038,0.83527244127109046,0.25944481966310995,0.83530499427257787,0.013973949858828147,2021,True,23,4
2021-02-05,0.2658524888398186,0.8939764816962088,0.29086846810998285,0.87270316218209576,0.021955279559241519,2021,True,24,4
2021-02-08,0.13102051905302728,0.93467033159637858,0.32119502162431723,0.83951778119578435,-0.0031295467046882526,2021,True,25,5
2021-02-09,0.4372449549847312,0.87695453631196263,0.39954431842266824,0.83645041455584856,0.010741002866312362,2021,True,26,5
2021-02-10,0.11527929121551304,0.86697923180766256,0.36766873407603684,0.96530291509402,-0.011641879384787659,2021,True,27,5
2021-02-18,0.068053591714578518,0.89067512807207772,0.35662161219731442,1.1496471014528755,-0.010505830463190365,2021,True,28,5
2021-02-19,0.024457265195454891,0.87960921121664759,0.35421970675233166,1.119705666706349,0.018521992358650503,2021,True,29,5
2021-02-22,0.34986849837531103,0.8868403277259288,0.38530364163094022,1.1712890657259514,0.0063102343341118004,2021,True,30,6
2021-02-23,0.0047963851872965197,0.90620491899370847,0.35910326569338363,1.1892992811434582,-0.00091446154218583105,2021,True,31,6
2021-02-24,0.2728534584732068,0.92121566159327695,0.42802638835472551,1.155017499033145,-0.010773944934603921,2021,True,32,6
2021-02-25,0.21087309297854734,0.88094861550265235,0.5050331752234295,1.1626106491101504,-0.0060807763621462474,2021,True,33,6
2021-02-26,0.27837534901381411,0.92306802311168246,0.48459936640963813,1.2288667565177054,0.00066410198485485051,2021,True,34,6
2021-03-01,0.40924124631236741,0.87731851695987173,0.44926209057670524,1.3102216190101503,-0.0070432853127199704,2021,True,35,7
2021-03-02,0.061325516268375575,0.9206568741521054,0.41720718612071145,1.1846087243989289,0.01097461391243873,2021,True,36,7
2021-03-03,0.099624747896269197,0.91081135376708688,0.33013914769454444,1.1135801009067798,-0.00054035081355442943,2021,True,37,7
2021-03-04,0.53874763678091719,0.87197101464018079,0.33474341827452214,1.1227176973064747,-0.0012348420138860246,2021,True,38,7
2021-03-05,0.066660944796213928,0.83223342704161607,0.41646368206588258,1.0267856842284575,0.0061782928621225341,2021,True,39,7
2021-03-08,0.62693776038683557,0.7708814767136084,0.72517638101329007,0.93397405208635564,0.039751507991878293,2021,True,40,8
2021-03-09,0.25454430947573958,0.86969322718966335,0.54670162956519075,0.79873924502168869,0.0064710583240896666,2021,True,41,8
2021-03-10,0.016393981966257777,0.89059743623711618,0.50226696834882423,0.87856128933937405,-0.034072386887976494,2021,True,42,8
2021-03-11,0.31813876357985843,0.92811913462415874,0.45846291063752848,0.92389689507274975,-0.0030931285072449788,2021,True,43,8
2021-03-12,0.083228914464819823,0.86534842585126603,0.44296707658256462,0.99249726140088956,-0.018972455152358455,2021,True,44,8
2021-03-15,0.37090341953750383,0.93686836300599508,0.31150620560891318,1.1271401519387847,0.032231912362538785,2021,True,45,9
2021-03-16,0.034537527474955601,0.92967277595992581,0.25591273198576109,1.4043515744733615,-0.0025123447540529521,2021,True,46,9
2021-03-17,0.23043829547027159,0.90997784561069184,0.28003677879599082,1.4077754583347792,-0.010100386707688518,2021,True,47,9
2021-03-18,0.089393823732439481,0.88000687898246721,0.28991747185455552,1.3636920024067163,0.00090059561851543594,2021,True,48,9
2021-03-19,0.15573450775598008,0.92438233896610245,0.26469944690827113,1.315615588647491,-0.010471811404972369,2021,True,49,9
2021-03-22,0.20942402123506401,0.80691792286208142,0.15465298756017784,1.1449591357313997,0.0063085351872537547,2021,True,50,10
2021-03-23,0.083815498429308535,0.93456701060662029,0.1685548765732898,1.1434951335324222,-0.0085578086113342073,2021,True,51,10
2021-03-24,0.18527057906932068,0.95572069592552822,0.16382125531446118,1.1469510521362134,-0.0039656132530499462,2021,True,52,10
2021-03-25,0.020251460553448966,0.91658266996524707,0.1911833699729186,1.1186595075283152,-0.0045345579439004533,2021,True,53,10
2021-03-26,0.58143194452368152,0.91426502101865692,0.305673627879608,1.2999980282198544,0.0056496668134433884,2021,True,54,10
2021-03-29,0.11676135033785527,0.88573093699758232,0.35539699028558847,1.2613287816518759,0.0030229636348848032,2021,True,55,11
2021-03-30,0.034062795451321896,0.82990122272286926,0.35694879393770423,1.2009404378389896,0.0052157036188132241,2021,True,56,11
2021-03-31,0.0074626920378602375,0.92654938352141702,0.38903895278714373,1.0815453423425128,0.00047934329511330664,2021,True,57,11
2021-04-01,0.27543751691881885,0.89372388214193244,0.56814089897759479,0.96704142981437002,0.009136346735544594,2021,True,58,11
2021-04-02,0.43959183708685706,0.90285741854682988,0.5220434398503242,0.92210256865038875,0.020204179775699056,2021,True,59,11
2021-04-06,0.054023495000980422,0.90514769730371014,0.514975774916962,0.94827306268731104,-0.017338703579365709,2021,True,60,12
2021-04-07,0.034511144296656124,0.8544865224573599,0.4855668187764689,0.96586458464187019,0.0024093784472075603,2021,True,61,12
2021-04-08,0.10688133796555957,0.82793420011558239,0.44164760199213143,0.9544463752243777,-0.011831854862173339,2021,True,62,12
2021-04-09,0.39116498799945176,0.90096371168126099,0.41517957948091,1.0935546875308968,0.015359655449888808,2021,True,63,12
2021-04-12,0.38063669844039533,0.88949266339066801,0.44162105122798023,0.98512197320049333,0.0020008312424884874,2021,True,64,12
2021-04-13,0.031259206289089611,0.92101886552489731,0.41710083717653923,0.96877124633777034,0.002664701104012868,2021,True,65,13
2021-04-14,0.19947293502258309,0.89495770176340261,0.4088014333057654,1.0380309560685426,-0.019858955212337638,2021,True,66,13
2021-04-15,0.13557035388346089,0.91734624463300607,0.4518222305959394,1.0966576764100449,-0.001460948725103189,2021,True,67,13
2021-04-16,0.17692570870285543,0.85213588713350608,0.43100298714582364,1.039616711310255,-0.0041533167330904093,2021,True,68,13
2021-04-19,0.47194254509233552,0.82399349199722427,0.43223677781564096,1.0100665311242794,0.010329781175026656,2021,True,69,13
2021-04-20,0.12934095059010187,0.91017051456753484,0.45572214824185581,1.069822756402163,-0.022825390307480951,2021,True,70,14
2021-04-21,0.072473447432304022,0.83551911954713209,0.47362058779188565,0.91161594366041987,0.0044962889001247753,2021,True,71,14
2021-04-22,0.2702108109118091,0.91717208373732872,0.4746739299681853,0.95129621813587695,-0.01005887346198033,2021,True,72,14
2021-04-23,0.13295550801958644,0.8732726756490895,0.41016199122207481,0.90938607119141235,0.0020088524351612631,2021,True,73,14
2021-04-26,0.038989136285216774,0.88438487203851635,0.2965116664011247,0.92045992830481471,0.012134709491273724,2021,True,74,14
2021-04-27,0.052027364219332857,0.8900462067699344,0.29945405353671606,0.88083226334980758,0.014465823320983574,2021,True,75,15
2021-04-28,0.1780393266790295,0.93658768233598944,0.30906025761755512,1.0115649966628968,-0.022409241686222013,2021,True,76,15
2021-04-29,0.016166008789927962,0.91976240819266608,0.21259205432029682,0.95487754634397448,0.013301100988061339,2021,True,77,15
2021-04-30,0.054044184245424058,0.82198329016087213,0.17846797583783003,0.97926572268467138,-0.0096931588049492846,2021,True,78,15
2021-05-06,0.1151741804982325,0.93212258053732944,0.3054701960277722,1.0448076372611366,-0.024464098554432361,2021,True,79,15
2021-05-07,0.56189697878498412,0.83975331627167082,0.50429672594731823,1.1662194930181811,0.020043111660628873,2021,True,80,16
2021-05-10,0.1335460684759108,0.94427096175855618,0.53249418122252568,1.1443680026034941,0.001115681473334807,2021,True,81,16
2021-05-11,0.048030200098331331,0.91110013065191342,0.54775621428504573,1.1733470169141587,0.01013571698585242,2021,True,82,16
2021-05-12,0.20110918807468489,0.92326224076122654,0.59615572863274358,1.2697851783519114,-0.011225772308070816,2021,True,83,16
2021-05-13,0.052543735085075663,0.91471942829786235,0.60421049623007528,1.2541198006451071,0.0068106368869384031,2021,True,84,16
2021-05-14,0.38946381202301295,0.85581904732862168,0.57831321060563778,1.1212932683049075,0.0092950569776270239,2021,True,85,17
2021-05-17,0.36334510734638958,0.91349199662806313,0.57183625159314799,1.0494300101045566,0.026614739121787339,2021,True,86,17
2021-05-18,0.12914313568342517,0.87092298486609099,0.59438591681013986,1.0483254357534055,-0.0038546438362717294,2021,True,87,17
2021-05-19,0.094743604099665882,0.87597600066950776,0.56646964918398923,1.007569642335568,-0.0022932544387799609,2021,True,88,17
2021-05-20,0.04846271362676375,0.93255473801615396,0.5356073634494819,1.0888586426560336,-0.0223688163105633,2021,True,89,17
2021-05-21,0.22841526276329349,0.82532778940522622,0.3227709024102694,1.2156030730503502,-0.0056365398411351696,2021,True,90,18
